,sex,sex_confi
SRR191684,male,0.994788
SRR1698166,male,0.99747074
SRR897594,male,0.99801314
ERR329521,male,0.9677022
SRR191654,male,0.9989198
SRR2443187,female,0.9993488
SRR1768910,female,0.9999884
SRR363765,male,0.99782914
ERR752648,female,0.9943077
SRR1201980,female,0.8971871
SRR2049779,male,0.96740407
SRR1521403,male,0.99043065
SRR1639243,male,0.9956101
SRR897499,male,0.994689
SRR2314027,male,0.98789036
SRR896680,male,0.99831784
SRR1608498,female,0.99874276
SRR514141,female,0.50048035
ERR752601,female,0.9888252
SRR959621,male,0.60331035
SRR1203061,female,0.9921198
SRR897872,male,0.9906694
SRR1313162,female,0.99987906
SRR191670,male,0.9486596
SRR1146186,female,0.99988997
SRR898460,male,0.9945418
SRR830995,male,0.9327443
SRR1562545,male,0.98995364
SRR1521396,male,0.99228936
ERR731520,female,0.9618069
SRR897279,male,0.9905044
SRR1216077,male,0.9957024
SRR898342,male,0.99389696
SRR2052663,female,0.9990261
SRR959440,female,0.99374026
SRR786619,male,0.99378145
SRR1265512,male,0.958124
SRR896663,male,0.9994346
SRR896799,male,0.9892019
SRR898393,male,0.9935554
SRR1193639,male,0.9999946
SRR896862,male,0.99456465
DRR006374,female,0.97718257
SRR542346,female,0.99003536
SRR063981,male,0.9900948
SRR897247,male,0.9950296
SRR2443240,female,0.9994694
SRR922454,female,0.99878776
ERR752590,male,0.9655941
SRR1177686,female,0.9998764
SRR1190465,male,0.9999714
SRR897462,male,0.9992132
SRR897656,male,0.9949056
SRR898196,male,0.9971306
DRR006468,female,0.8012926
SRR2544790,male,0.99675435
SRR897598,male,0.9917375
SRR222176,male,0.9924408
DRR006481,male,0.99198246
SRR897294,male,0.9878768
SRR898039,male,0.99018383
SRR1146083,female,0.99906814
SRR1658420,female,0.9764041
SRR1206042,male,0.95053387
SRR2052707,male,0.9934511
SRR897189,male,0.9939216
SRR898136,male,0.998779
SRR896857,male,0.9973055
SRR1216032,male,0.99263
SRR896939,male,0.99146396
SRR396892,male,0.9979132
SRR897697,male,0.99304026
SRR633572,male,0.80268157
SRR609427,male,0.9938037
SRR898111,male,0.99873257
SRR358994,male,0.9976665
SRR1721296,female,0.99996173
SRR2313073,male,0.98875487
ERR030867,male,0.93666553
SRR1754124,female,0.9950134
ERR752810,male,0.9585763
SRR898415,male,0.9921276
SRR419542,male,0.9918488
SRR1608776,female,0.9998292
DRR006469,female,0.9898294
SRR897409,male,0.99958384
SRR534293,female,0.95675766
SRR1785262,female,0.9984323
SRR1777314,female,0.9979984
SRR1509486,male,0.73015094
SRR1201833,female,0.98697823
SRR1216108,male,0.99972105
ERR519517,female,0.99623746
SRR898144,male,0.9906476
ERR315424,female,0.98335093
SRR2443170,female,0.99948865
SRR897831,male,0.9989546
SRR2313069,male,0.99791557
SRR897346,male,0.9962925
SRR897701,male,0.995488
SRR1177753,female,0.99872243
ERR752874,male,0.9478756
SRR1521423,female,0.99999416
SRR2443175,female,0.99774444
SRR2047488,male,0.9970317
SRR514138,male,0.98805106
SRR949105,female,0.99989116
SRR1026953,female,0.9940995
SRR2049761,male,0.957868
ERR752851,male,0.96014917
SRR1693450,male,0.995543
SRR1201725,female,0.8254917
SRR1576145,male,0.99317265
SRR896714,male,0.99937725
SRR1192321,male,0.999966
ERR661165,female,0.9179683
SRR897345,male,0.98810184
SRR2926028,female,0.9034112
SRR797142,male,0.99852145
ERR210952,male,0.9767038
SRR2026317,male,0.876829
SRR896963,male,0.9901085
SRR1201873,female,0.9023727
ERR863744,female,0.9999959
SRR896719,male,0.9986291
SRR898316,male,0.9913904
SRR1747164,male,0.99379
SRR1215997,male,0.9978526
DRR006446,female,0.9837629
DRR006488,male,0.9343158
SRR1754127,female,0.99797285
SRR650218,male,0.82990205
SRR1636949,male,0.739108
DRR006459,female,0.9995386
SRR1754117,male,0.97082216
SRR896839,male,0.9942228
SRR1002096,female,0.99999964
SRR1216063,male,0.9953381
SRR2049726,male,0.97671443
SRR1785308,female,0.99914044
ERR841672,female,0.9553739
SRR570308,female,0.9999708
SRR1216049,male,0.9942319
SRR1521417,female,0.9999927
SRR898222,male,0.9888835
SRR898242,male,0.9983789
SRR825137,male,0.9981095
SRR897245,male,0.9923795
SRR2049630,female,0.9998776
ERR351431,male,0.9970131
SRR1179856,female,0.50131637
SRR2313996,male,0.9705043
SRR898170,male,0.9868544
SRR896836,male,0.99636525
SRR868812,female,0.99951094
SRR066463,male,0.98344815
SRR1202088,female,0.93844813
ERR351405,male,0.99141484
SRR797096,male,0.9026162
SRR897650,male,0.9936616
SRR537120,female,0.9972162
SRR1374344,male,0.95579565
SRR2037284,male,0.98871166
SRR896674,male,0.9975444
SRR2926058,female,0.99925435
SRR1927034,male,0.98721755
SRR537106,female,0.995004
ERR315422,female,0.8930543
SRR896768,male,0.9902361
SRR897139,male,0.9889116
ERR519482,female,0.99997413
SRR650176,male,0.80461514
SRR609425,male,0.98944795
SRR2443195,female,0.9988189
ERR752827,male,0.93094623
SRR897256,male,0.9939103
SRR1201770,female,0.93718517
SRR644276,female,0.7560209
SRR191693,female,0.96536267
SRR897628,male,0.9963934
ERR752519,female,0.9983794
SRR1026890,male,0.9561199
ERR532601,male,0.99997437
SRR1313131,female,0.9507715
SRR896914,male,0.9914643
SRR1313128,female,0.98022604
SRR363687,female,0.51717544
SRR397235,male,0.9996114
SRR1193015,male,0.9999962
ERR532606,male,0.99899226
SRR1190505,male,0.9999943
SRR2313975,male,0.99466217
SRR057632,male,0.9998525
SRR1583598,female,0.8511877
SRR2049591,male,0.9820048
SRR897293,male,0.9889329
SRR897432,male,0.9987671
SRR2052769,female,0.9998375
SRR393826,male,0.99639
ERR833242,male,0.98698044
SRR786615,male,0.99240524
SRR897126,male,0.9878623
SRR1060763,male,0.8426155
SRR1313134,female,0.96218985
SRR1163259,female,0.99972296
SRR898029,male,0.9949374
SRR1026941,male,0.8785087
SRR070186,male,0.999945
SRR1313147,female,0.9999443
SRR1509481,male,0.64240515
SRR897418,male,0.99941194
SRR309133,male,0.99106836
SRR1216039,male,0.996706
SRR1163241,female,0.9207934
SRR1265501,male,0.9905783
SRR1265539,male,0.9713066
SRR309137,male,0.9857501
SRR650180,male,0.99966115
SRR650179,female,0.976467
SRR1313217,female,0.99863404
SRR1652911,male,0.9985941
SRR922462,female,0.9986885
ERR752841,female,0.9972876
SRR1216096,male,0.9933543
SRR1201693,female,0.9290948
SRR1201859,female,0.97861063
SRR2443236,female,0.999275
ERR532600,male,0.9999777
SRR797107,female,0.99779975
SRR2226703,male,0.9715595
SRR1502800,male,0.9923868
SRR898289,male,0.9982219
SRR1216124,male,0.9993523
SRR831034,male,0.64941645
SRR1502792,male,0.9913252
SRR896676,male,0.99866045
SRR2926059,female,0.9995427
SRR1373448,male,0.9969519
SRR898375,male,0.99758685
SRR897858,male,0.99420404
SRR1060795,female,0.53155863
SRR546583,male,0.99415624
ERR752620,male,0.9644755
SRR975589,female,0.9995138
SRR1222686,male,0.99198836
SRR797112,female,0.9992855
SRR897838,male,0.9991802
SRR797139,female,0.99999475
SRR897722,male,0.99389946
SRR898332,male,0.9910115
SRR898491,male,0.9916109
SRR834565,female,0.97911996
SRR1313096,female,0.99714124
SRR897253,male,0.9936123
SRR2962013,female,0.9954095
SRR898475,male,0.9920036
SRR915776,male,0.9360256
SRR959710,female,0.5922619
ERR030869,male,0.87438935
SRR1201668,female,0.9558388
SRR1265679,male,0.9818112
SRR1663258,female,0.9954282
SRR1067939,female,0.9830092
SRR2545364,male,0.55186814
SRR1617437,male,0.7365154
SRR926687,male,0.9989088
SRR903336,male,0.9099496
SRR396942,female,0.9938176
SRR1215998,male,0.99926436
SRR898355,male,0.98824424
SRR837861,male,0.9999979
DRR006409,female,0.99956876
SRR1163245,male,0.9901603
ERR752859,male,0.9524271
SRR1785238,female,0.99939936
SRR1656643,male,0.9321575
SRR897493,male,0.9918195
ERR532547,male,0.9999275
SRR1216121,male,0.95455456
SRR949099,male,0.9977859
SRR1313190,female,0.99912786
SRR2087345,male,0.9885944
SRR018266,female,0.85632133
SRR424573,female,0.52925557
ERR752870,male,0.9749281
ERR752529,male,0.9599328
SRR896891,male,0.9962002
SRR897213,male,0.9965776
ERR502856,male,0.9999884
SRR2087325,male,0.99789095
SRR650178,male,0.9993864
SRR1971627,male,0.9935514
ERR863747,female,0.9994906
SRR903066,male,0.9998878
SRR2049692,female,0.999856
SRR1313126,female,0.99865836
SRR2926051,male,0.9908762
ERR841674,male,0.99900115
SRR902966,male,0.99243593
ERR030863,male,0.8549584
SRR797122,female,0.9951762
SRR2040361,female,0.9997078
SRR896791,male,0.9928481
SRR1583592,female,0.999302
ERR752756,male,0.96043956
SRR1652951,male,0.84172475
ERR752587,male,0.9709303
SRR2087341,male,0.9948104
SRR1146082,male,0.9970848
SRR897476,male,0.99679136
SRR361334,female,0.98154765
SRR1313157,female,0.9998628
SRR897716,male,0.99211013
SRR2052753,male,0.99122894
SRR1663270,female,0.9995953
SRR948108,male,0.9988359
SRR1777316,female,0.64587176
SRR897445,male,0.9983161
ERR409744,female,0.9987774
SRR1202843,male,0.6522831
SRR542375,female,0.99999964
SRR1265637,male,0.95303583
SRR897871,male,0.9910008
SRR898145,male,0.9896652
SRR797106,male,0.7741485
SRR897707,male,0.9913203
SRR2049749,female,0.99994737
SRR831001,male,0.9924699
SRR2759015,female,0.5988849
SRR1652908,male,0.82489663
SRR948094,male,0.98680335
SRR903074,male,0.99979794
SRR903178,male,0.99638194
SRR627777,female,0.9840237
SRR1203025,female,0.9888693
SRR1201667,female,0.91716576
SRR1576140,male,0.97464144
SRR1292160,female,0.9962204
SRR896771,male,0.9875294
SRR1213797,male,0.99969846
ERR519473,male,0.98260725
SRR896869,male,0.9949466
SRR898179,male,0.99594176
SRR1146223,male,0.99772483
SRR1747203,male,0.9913704
SRR1060787,male,0.59291303
SRR902984,male,0.9945053
SRR897836,male,0.99917716
SRR419522,male,0.99778384
SRR1839801,female,0.9979574
SRR898041,male,0.9942015
SRR2052669,male,0.9941886
DRR006386,female,0.94107753
SRR897853,male,0.9986989
SRR2537081,male,0.9668679
SRR1617414,male,0.9633482
SRR1035125,male,0.9958393
SRR897199,male,0.9955905
SRR903266,male,0.998098
SRR1927051,female,0.9984285
ERR532577,male,0.99979705
SRR898266,male,0.9992343
SRR1768941,male,0.93844426
SRR1521405,female,0.9997219
SRR1161059,male,0.9891211
SRR1663241,male,0.99826604
SRR1663209,female,0.9981257
SRR897917,male,0.9939847
SRR1222585,male,0.99144286
ERR348411,male,0.99746215
SRR942551,female,0.8748994
SRR897295,male,0.9924533
SRR898034,male,0.9913162
SRR1617445,female,0.9995189
SRR1036002,male,0.9976614
SRR2049624,male,0.98893386
SRR2087328,female,0.99906456
SRR2962009,male,0.9987937
SRR1657555,female,0.9996554
SRR897229,male,0.99232197
SRR650200,male,0.99983585
SRR1652973,female,0.9990617
SRR2926066,male,0.97260237
SRR1648324,male,0.97398883
SRR897607,male,0.99897844
SRR897615,male,0.99642694
SRR2545375,male,0.94930774
SRR898210,male,0.99160844
ERR833229,male,0.9795562
SRR2443227,female,0.99940205
SRR633595,male,0.99574214
SRR070181,male,0.99999446
SRR1146173,female,0.9998354
SRR332269,male,0.99747974
SRR959679,female,0.5469514
SRR1201669,female,0.9019593
SRR633569,male,0.79743123
SRR896852,male,0.99697226
SRR897723,male,0.9949919
SRR1265667,male,0.986534
SRR2443239,female,0.99871665
SRR1190508,male,0.99999124
SRR423957,male,0.9966625
SRR896826,male,0.99721193
SRR898429,male,0.9953872
SRR1265621,male,0.96855754
SRR959717,female,0.5990373
SRR1176986,male,0.9019952
SRR2087289,male,0.99991924
SRR2040265,female,0.85472333
SRR898461,male,0.99298847
SRR1502806,male,0.99835616
SRR897840,male,0.99933565
SRR1047874,female,0.9944528
DRR029105,female,0.8982216
ERR752629,male,0.9605366
SRR902939,male,0.8922297
SRR898217,male,0.992575
SRR1721287,male,0.9923692
SRR1747172,male,0.9958641
SRR922451,female,0.9991597
SRR1698168,male,0.9961642
SRR1203828,male,0.7285175
SRR1785324,female,0.9992998
SRR2049628,male,0.9602979
SRR1177701,male,0.9560456
ERR752890,female,0.99913484
SRR2049686,female,0.9995888
SRR831038,male,0.92864627
SRR1823860,male,0.9093939
ERR752824,male,0.9536883
SRR897085,male,0.9993342
ERR832557,female,0.9942671
SRR2052705,female,0.99971104
SRR1201671,female,0.5473775
ERR532613,male,0.9996258
SRR897997,male,0.99585164
SRR959603,male,0.6129178
SRR897095,male,0.9985097
SRR896972,male,0.99197865
SRR2049667,male,0.98738927
DRR006463,male,0.9636768
SRR1201700,female,0.92768145
SRR1146226,female,0.9999813
SRR1767254,female,0.9997838
SRR898405,male,0.996967
SRR1027187,female,0.99999774
SRR419389,female,0.9928361
SRR2926039,female,0.99906576
SRR975558,male,0.99275196
SRR830982,male,0.953302
SRR479054,female,0.99619627
SRR1027173,female,0.9999779
SRR2443206,female,0.99995357
SRR797151,female,0.9859266
SRR1608559,female,0.9947176
DRR006484,male,0.9970171
SRR959662,female,0.54034835
SRR898373,male,0.99580765
SRR1265538,male,0.98316777
SRR1268073,female,0.99918777
SRR1617460,male,0.998979
ERR752543,male,0.9613533
SRR897282,male,0.9935566
SRR2938852,female,0.90802526
SRR2052660,male,0.9789416
SRR846956,male,0.99523324
SRR1060773,male,0.9127073
SRR650151,male,0.9956846
SRR959640,male,0.62436783
SRR1617443,male,0.9999938
SRR915770,male,0.9700362
SRR1177683,male,0.9352581
SRR3096661,female,1.0
SRR1146179,male,0.9838947
SRR650131,female,0.98612386
SRR1265531,male,0.990936
SRR897889,male,0.992338
SRR1374347,male,0.90184176
SRR786618,male,0.9963504
SRR1608838,female,0.99194115
SRR897064,male,0.997894
SRR1292159,female,0.9976388
SRR1313167,female,0.97789097
DRR006403,male,0.997544
SRR1201778,female,0.83749485
SRR897902,male,0.9889743
SRR831022,male,0.81222117
SRR903324,male,0.9003421
SRR1521418,female,0.9999898
SRR492040,female,0.874524
SRR609428,female,0.9960453
SRR2052715,male,0.9849469
SRR2052750,male,0.9588264
SRR1374348,male,0.99064237
SRR1427488,female,0.990787
SRR2049610,male,0.9865943
SRR826661,female,0.9963442
SRR1216082,male,0.99453175
SRR1146105,male,0.9974778
SRR633602,male,0.9776641
SRR2314016,female,0.99999654
SRR897188,male,0.99080163
SRR2313987,male,0.99096173
SRR897993,male,0.9934251
SRR897667,male,0.9901643
SRR837862,male,0.99997985
SRR650195,male,0.99974555
ERR329504,female,0.96737945
SRR1146243,male,0.9969305
SRR1767257,female,0.9997978
SRR191659,male,0.74127805
SRR1927026,female,0.99413145
SRR897193,male,0.9961282
SRR1747150,male,0.9954278
SRR898416,male,0.9964134
SRR897107,male,0.9977209
ERR752892,male,0.96599215
SRR897489,male,0.99283665
SRR831020,male,0.70144403
SRR897456,male,0.9993844
SRR830987,female,0.997501
SRR897140,male,0.9878165
SRR897582,male,0.99644005
SRR1698159,female,0.99975187
ERR841668,male,0.9995729
SRR1313209,female,0.99508315
SRR846945,male,0.96103275
ERR752845,male,0.9596114
SRR1146090,female,0.9999283
SRR903250,male,0.996439
SRR2506915,female,0.97319764
SRR1652961,male,0.984876
SRR1785314,female,0.99955
SRR834571,male,0.95060015
SRR1265640,male,0.98991966
SRR070193,female,0.6901998
SRR1924425,male,0.96736586
SRR948490,male,0.9991091
SRR868842,female,0.99981815
SRR1652946,female,0.99983346
ERR752875,male,0.9448172
SRR1777317,female,0.68053955
SRR1146076,male,0.9891815
SRR897846,male,0.99968797
SRR2049675,female,0.99979573
SRR1042015,male,0.97591037
SRR2052817,male,0.96567965
SRR897313,male,0.9857315
ERR329516,female,0.98186433
SRR2052773,male,0.9980628
SRR1017522,male,0.9999323
SRR387418,male,0.9996316
SRR1146176,male,0.9953656
SRR1201872,female,0.9084204
SRR2912487,male,0.99408233
SRR1521352,female,0.9992773
ERR030862,male,0.8726649
SRR1216007,male,0.9983516
SRR1754122,female,0.97204554
SRR897173,male,0.98463786
SRR1265522,male,0.9597128
SRR542391,female,0.99995726
SRR2313999,male,0.9853085
SRR1265552,male,0.98307943
SRR514134,female,0.64394855
SRR1201773,female,0.9562191
SRR1652935,female,0.9999841
SRR2443160,female,0.9934802
SRR1265896,female,0.9983538
SRR1216069,male,0.99649936
SRR1721311,female,0.9998088
SRR836507,female,0.99891216
SRR1661716,female,0.9999692
SRR1146178,male,0.99663115
SRR897195,male,0.99429244
SRR1658439,male,0.95848924
SRR1201253,male,0.9977397
SRR2443155,female,0.99744177
SRR346464,male,0.99612963
SRR1721309,female,0.99968183
SRR1608555,male,0.9979021
SRR898192,male,0.99649113
SRR645376,male,0.9999649
SRR897088,male,0.99912655
SRR1026946,male,0.96241903
ERR315471,female,0.9983798
ERR752787,male,0.9514068
SRR2969595,female,0.98970145
SRR1652917,male,0.98383474
ERR752596,female,0.9974763
SRR1660804,male,0.9979272
SRR926656,female,0.98559034
SRR2049764,male,0.9759501
SRR1652948,male,0.95249176
SRR1265666,male,0.97781485
SRR896769,male,0.9909152
SRR2049782,male,0.9626354
ERR752769,male,0.946023
SRR1693453,male,0.99483424
SRR1603669,male,0.99224263
SRR959696,male,0.6666113
SRR898035,male,0.9930698
SRR1657543,male,0.9986497
SRR896825,male,0.9936503
SRR1744444,female,0.9102929
SRR897224,male,0.9934951
SRR1179855,female,0.63970226
SRR1313203,female,0.9900411
SRR830991,male,0.9673727
SRR2049620,male,0.9765167
SRR897410,male,0.9990493
SRR924537,male,0.9999911
SRR1663259,male,0.9947134
SRR2026315,female,0.841983
SRR1313139,female,0.99619275
ERR661279,female,0.80938566
SRR1206040,female,0.5395788
ERR649028,male,0.9444127
SRR898430,male,0.99558514
SRR1596223,female,0.9946667
SRR514128,male,0.58235323
SRR1026891,female,0.99841243
SRR396933,male,0.9998088
SRR057644,male,0.9952694
SRR897252,male,0.99358547
SRR897581,male,0.9977025
SRR1163061,male,0.995609
SRR2052791,male,0.9865638
SRR898432,male,0.9923545
SRR2040270,female,0.99538994
SRR1002075,female,0.9984883
SRR542354,female,0.99820834
SRR2049594,female,0.99997234
ERR752716,female,0.9993113
SRR868870,female,0.99997056
SRR1663214,female,0.8098388
SRR825136,male,0.99317104
SRR397233,female,0.9981202
SRR1521440,male,0.9926837
SRR1385245,male,0.9999712
ERR752641,male,0.94643545
SRR1146115,male,0.99474347
SRR898125,male,0.99914885
ERR752568,male,0.96435726
SRR926646,male,0.99620676
SRR1608589,female,0.9980262
SRR1767258,female,0.9998971
ERR351418,male,0.96136904
SRR898175,male,0.99635047
ERR030860,male,0.929805
SRR1146163,male,0.99440974
ERR649057,male,0.9614161
SRR1927028,male,0.9961753
SRR897451,male,0.99881536
SRR650135,male,0.9998913
SRR834573,male,0.94860715
DRR006447,male,0.95748127
SRR896784,male,0.98796606
ERR030856,male,0.9190205
SRR1265682,male,0.96800834
SRR1146175,female,0.9998172
SRR2314012,male,0.9847437
SRR1509483,male,0.6712452
SRR2052809,male,0.9971302
SRR897319,male,0.98984975
SRR898311,male,0.9907972
SRR897067,male,0.99915826
SRR898160,male,0.99126464
SRR922550,female,0.99954784
SRR898487,male,0.99396706
ERR348417,female,0.9998779
SRR2052766,female,0.99995863
ERR532610,male,0.98169804
SRR898112,male,0.9987399
SRR959701,female,0.5991964
SRR898209,male,0.9919791
SRR1265636,male,0.96007335
SRR1747182,male,0.99692976
SRR070190,female,0.7322899
DRR006410,male,0.98803157
SRR897275,male,0.9824789
SRR633583,female,0.90556747
SRR1190368,male,0.9999607
SRR897412,male,0.99909127
SRR191689,male,0.99236184
SRR1521438,male,0.98918706
SRR1216071,male,0.99700564
SRR897426,male,0.99925643
SRR942557,male,0.9733738
ERR532582,male,0.9999472
SRR2314014,male,0.9801041
SRR975591,female,0.99995613
SRR2049715,male,0.97865963
SRR896711,male,0.9992973
SRR393010,female,0.98858213
SRR2314039,male,0.99017555
SRR1201808,female,0.95451576
ERR519495,male,0.97565305
SRR542390,female,0.99998873
SRR896923,male,0.99397594
SRR396907,female,0.999616
SRR1201784,female,0.88553727
SRR786782,male,0.99057597
SRR791060,female,0.9999906
SRR896693,male,0.9995421
SRR823923,male,0.9573159
SRR1146235,female,0.99999315
SRR896780,male,0.9870361
SRR2049727,male,0.9905831
SRR897810,male,0.9989399
SRR897086,male,0.9991148
SRR1521419,female,0.9999879
SRR1067979,female,0.95928943
SRR1313197,female,0.999846
ERR752818,male,0.9486305
SRR514146,female,0.54325765
SRR896843,male,0.9963089
SRR1652916,male,0.9983077
SRR897655,male,0.99024993
SRR1216047,male,0.991035
SRR801691,female,0.99196947
SRR1313104,female,0.9997679
SRR542404,female,0.9963883
SRR2926034,male,0.99396354
SRR959709,male,0.57042176
SRR2138387,male,0.94225216
SRR948107,male,0.9940988
